,Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Hotel,Date
1559,Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,hotel-2,2017-07-27
1560,Vegetables,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-27
1561,Baked Goods,250,Corporate,350,Room Temperature,Occasional,Winter,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-07-27
1562,Baked Goods,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-27
1563,Dairy Products,342,Corporate,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,hotel-2,2017-07-27
1564,Baked Goods,380,Social Gathering,480,Room Temperature,Occasional,Winter,Buffet,Suburban,Moderate,30,hotel-2,2017-07-27
1565,Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-07-28
1566,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-28
1567,Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-28
1568,Baked Goods,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,hotel-2,2017-07-28
1569,Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-28
1570,Fruits,400,Social Gathering,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-07-28
1571,Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,15,hotel-2,2017-07-28
1572,Fruits,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,hotel-2,2017-07-29
1573,Dairy Products,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-2,2017-07-29
1574,Vegetables,280,Birthday,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,15,hotel-2,2017-07-29
1575,Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,hotel-2,2017-07-29
1576,Dairy Products,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-2,2017-07-29
1577,Dairy Products,250,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,hotel-2,2017-07-29
1578,Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,20,hotel-2,2017-07-29
1579,Dairy Products,250,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-29
1580,Baked Goods,380,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,hotel-2,2017-07-29
1581,Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-07-29
1582,Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-07-30
1583,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-2,2017-07-30
1584,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,50,hotel-2,2017-07-30
1585,Baked Goods,290,Social Gathering,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,hotel-2,2017-07-30
1586,Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-30
1587,Baked Goods,491,Social Gathering,497,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32,hotel-2,2017-07-30
1588,Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,30,hotel-2,2017-07-30
1589,Baked Goods,247,Corporate,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,hotel-2,2017-07-30
1590,Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-2,2017-07-31
1591,Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-31
1592,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-2,2017-07-31
1593,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-31
1594,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-31
1595,Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-07-31
1596,Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-07-31
1597,Meat,284,Birthday,443,Refrigerated,Regular,Summer,Buffet,Urban,Low,32,hotel-2,2017-07-31
1598,Meat,280,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,20,hotel-2,2017-08-01
1599,Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,20,hotel-2,2017-08-01
1600,Meat,300,Corporate,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,hotel-2,2017-08-01
1601,Meat,310,Corporate,450,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,25,hotel-2,2017-08-01
1602,Meat,412,Wedding,478,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,38,hotel-2,2017-08-01
1603,Meat,434,Wedding,495,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,36,hotel-2,2017-08-01
1604,Meat,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,hotel-2,2017-08-01
1605,Meat,400,Corporate,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-2,2017-08-02
1606,Fruits,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,hotel-2,2017-08-02
1607,Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,hotel-2,2017-08-02
1608,Meat,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,hotel-2,2017-08-02
1609,Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-08-02
1610,Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,hotel-2,2017-08-02
1611,Meat,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,10,hotel-2,2017-08-02
1612,Vegetables,320,Corporate,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-08-02
1613,Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Suburban,Low,20,hotel-2,2017-08-02
1614,Meat,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-2,2017-08-02
1615,Fruits,400,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-08-03
1616,Meat,310,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,25,hotel-2,2017-08-03
1617,Fruits,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,hotel-2,2017-08-03
1618,Meat,300,Corporate,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,hotel-2,2017-08-03
1619,Vegetables,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-2,2017-08-03
1620,Vegetables,280,Corporate,480,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,15,hotel-2,2017-08-03
1621,Baked Goods,434,Wedding,495,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,36,hotel-2,2017-08-03
1622,Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,hotel-2,2017-08-03
1623,Fruits,400,Corporate,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-2,2017-08-04
1624,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,hotel-2,2017-08-04
1625,Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-2,2017-08-04
1626,Meat,250,Wedding,350,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Rural,Moderate,20,hotel-2,2017-08-04
1627,Meat,230,Wedding,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Rural,Moderate,30,hotel-2,2017-08-04
1628,Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-08-04
1629,Baked Goods,380,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,35,hotel-2,2017-08-04
1630,Fruits,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-08-05
1631,Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,hotel-2,2017-08-05
1632,Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-2,2017-08-05
1633,Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-2,2017-08-05
1634,Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-2,2017-08-05
1635,Baked Goods,300,Birthday,400,Room Temperature,Occasional,All Seasons,Finger Food,Rural,Low,20,hotel-2,2017-08-05
1636,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,hotel-2,2017-08-05
1637,Meat,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-08-06
1638,Vegetables,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-08-06
1639,Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-2,2017-08-06
1640,Dairy Products,230,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,hotel-2,2017-08-06
1641,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,hotel-2,2017-08-06
1642,Meat,300,Corporate,400,Refrigerated,Regular,Summer,Buffet,Suburban,Low,20,hotel-2,2017-08-06
1643,Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-2,2017-08-06
1644,Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,10,hotel-2,2017-08-07
1645,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,hotel-2,2017-08-07
1646,Dairy Products,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-08-07
1647,Fruits,350,Wedding,450,Room Temperature,Regular,Summer,Buffet,Urban,High,40,hotel-2,2017-08-07
1648,Vegetables,350,Corporate,450,Refrigerated,Regular,Summer,Buffet,Urban,High,40,hotel-2,2017-08-07
1649,Fruits,250,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,25,hotel-2,2017-08-07
1650,Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-08-07
1651,Meat,267,Birthday,393,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,24,hotel-2,2017-08-08
1652,Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,25,hotel-2,2017-08-08
1653,Fruits,350,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,54,hotel-2,2017-08-08
1654,Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,20,hotel-2,2017-08-08
1655,Fruits,439,Birthday,459,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,36,hotel-2,2017-08-08
1656,Baked Goods,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,hotel-2,2017-08-08
1657,Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,hotel-2,2017-08-09
1658,Fruits,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,hotel-2,2017-08-09
1659,Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-2,2017-08-09
1660,Vegetables,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,hotel-2,2017-08-09
1661,Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-08-09
1662,Baked Goods,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,hotel-2,2017-08-09
1663,Vegetables,280,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,20,hotel-2,2017-08-10
1664,Dairy Products,320,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,hotel-2,2017-08-10
1665,Vegetables,230,Wedding,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,30,hotel-2,2017-08-10
1666,Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-2,2017-08-10
1667,Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,hotel-2,2017-08-10
1668,Vegetables,261,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,hotel-2,2017-08-10
1669,Fruits,300,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,hotel-2,2017-08-11
1670,Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,hotel-2,2017-08-11
1671,Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,hotel-2,2017-08-11
1672,Baked Goods,261,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,24,hotel-2,2017-08-11
1673,Dairy Products,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,hotel-2,2017-08-11
1674,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-2,2017-08-12
1675,Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,hotel-2,2017-08-12
1676,Vegetables,429,Wedding,496,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,42,hotel-2,2017-08-12
1677,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-08-12
1678,Baked Goods,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,hotel-2,2017-08-12
1679,Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,hotel-2,2017-08-12
1680,Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-2,2017-08-12
1681,Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-08-12
1682,Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,hotel-2,2017-08-12
1683,Meat,491,Wedding,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,hotel-2,2017-08-12
1684,Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,hotel-2,2017-08-13
1685,Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-08-13
1686,Meat,438,Birthday,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,hotel-2,2017-08-13
1687,Baked Goods,472,Social Gathering,489,Room Temperature,Regular,Winter,Buffet,Suburban,Low,36,hotel-2,2017-08-13
1688,Baked Goods,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32,hotel-2,2017-08-13
1689,Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-2,2017-08-13
1690,Baked Goods,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,hotel-2,2017-08-13
1691,Vegetables,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-08-14
1692,Vegetables,250,Corporate,350,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-14
1693,Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,hotel-2,2017-08-14
1694,Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,hotel-2,2017-08-14
1695,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-2,2017-08-14
1696,Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,hotel-2,2017-08-15
1697,Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-2,2017-08-15
1698,Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-08-15
1699,Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-15
1700,Dairy Products,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-2,2017-08-15
1701,Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-08-16
1702,Dairy Products,400,Wedding,500,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,40,hotel-2,2017-08-16
1703,Fruits,250,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-16
1704,Baked Goods,292,Corporate,470,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,hotel-2,2017-08-16
1705,Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-2,2017-08-16
1706,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-08-16
1707,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-2,2017-08-17
1708,Baked Goods,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,hotel-2,2017-08-17
1709,Fruits,280,Social Gathering,350,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-17
1710,Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,30,hotel-2,2017-08-17
1711,Meat,320,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25,hotel-2,2017-08-17
1712,Meat,207,Corporate,280,Refrigerated,Regular,Winter,Finger Food,Suburban,High,20,hotel-2,2017-08-17
1713,Meat,491,Birthday,497,Room Temperature,Regular,Winter,Finger Food,Urban,High,38,hotel-2,2017-08-18
1714,Meat,267,Corporate,393,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,24,hotel-2,2017-08-18
1715,Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-08-18
1716,Baked Goods,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-18
1717,Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-2,2017-08-18
1718,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-2,2017-08-18
1719,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-18
1720,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-2,2017-08-18
1721,Baked Goods,491,Social Gathering,497,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32,hotel-2,2017-08-19
1722,Dairy Products,438,Corporate,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35,hotel-2,2017-08-19
1723,Dairy Products,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-08-19
1724,Baked Goods,442,Social Gathering,482,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,32,hotel-2,2017-08-19
1725,Meat,270,Corporate,470,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,hotel-2,2017-08-19
1726,Meat,284,Social Gathering,443,Refrigerated,Occasional,Winter,Buffet,Rural,Low,32,hotel-2,2017-08-19
1727,Meat,250,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,25,hotel-2,2017-08-20
1728,Meat,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-08-20
1729,Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-08-20
1730,Meat,367,Social Gathering,420,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,40,hotel-2,2017-08-20
1731,Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,36,hotel-2,2017-08-20
1732,Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-2,2017-08-20
1733,Meat,240,Birthday,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,hotel-2,2017-08-20
